Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
#2605 294,13-Oct-20,Tuesday,2,Visa,CVC,£14,Online,Children,China,China,United Kingdom,M,41.3,Lloyds,1
#3339 515,13-Oct-20,Tuesday,12,MasterCard,Tap,£19,POS,Food,China,China,United Kingdom,M,55.3,Lloyds,1
#3030 469,13-Oct-20,Tuesday,16,MasterCard,CVC,£353,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,23.3,Barclays,0
#3490 448,13-Oct-20,Tuesday,19,Visa,Tap,£15,POS,Subscription,Russia,Russia,United Kingdom,F,51.4,Halifax,1
#3345 089,13-Oct-20,Tuesday,23,Visa,PIN,£115,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,30.1,Halifax,0
#2936 648,13-Oct-20,Tuesday,23,MasterCard,Tap,£14,POS,Children,United Kingdom,India,United Kingdom,F,38.0,Barclays,1
#3500 122,14-Oct-20,Wednesday,21,Visa,CVC,£12,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,31.4,Barlcays,0
#2869 654,13-Oct-20,Tuesday,9,MasterCard,PIN,£301,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,53.3,RBS,0
#3395 880,13-Oct-20,Tuesday,18,MasterCard,PIN,£172,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,38.2,Barclays,0
#3321 997,14-Oct-20,Wednesday,5,MasterCard,CVC,£8,Online,Restaurant,India,India,United Kingdom,M,46.2,RBS,1
#2548 251,15-Oct-20,Thursday,8,Visa,PIN,£243,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,38.9,Barclays,1
#3591 647,13-Oct-20,Tuesday,3,Visa,CVC,£379,Online,Services,Russia,Russia,United Kingdom,F,48.3,Lloyds,1
#3371 940,14-Oct-20,Wednesday,20,Visa,CVC,£19,Online,Entertainment,USA,USA,USA,F,26.7,Barlcays,0
#2645 621,13-Oct-20,Tuesday,5,Visa,CVC,£25,Online,Fashion,United Kingdom,USA,United Kingdom,M,46.0,Barlcays,1
#2614 097,13-Oct-20,Tuesday,20,Visa,PIN,£327,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,62.6,Barlcays,0
#3340 434,13-Oct-20,Tuesday,13,Visa,CVC,£9,Online,Restaurant,USA,USA,United Kingdom,F,44.0,Barclays,1
#3065 158,14-Oct-20,Wednesday,11,MasterCard,CVC,£138,Online,Restaurant,China,China,United Kingdom,M,38.7,Lloyds,1
#3402 829,13-Oct-20,Tuesday,22,Visa,PIN,£22,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,62.5,Halifax,0
#2663 013,13-Oct-20,Tuesday,7,Visa,PIN,£118,POS,Subscription,Russia,Russia,Russia,F,47.5,Halifax,0
#2989 966,13-Oct-20,Tuesday,22,MasterCard,CVC,£25,Online,Children,India,India,United Kingdom,F,38.8,Lloyds,1
#2925 466,13-Oct-20,Tuesday,21,Visa,CVC,£17,Online,Gaming,China,China,United Kingdom,M,19.4,Lloyds,1
#3101 652,14-Oct-20,Wednesday,21,MasterCard,CVC,£253,Online,Gaming,USA,USA,USA,M,47.5,Metro,0
#2905 200,14-Oct-20,Wednesday,11,Visa,CVC,£282,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,51.0,Barclays,0
#3111 056,14-Oct-20,Wednesday,13,MasterCard,CVC,£5,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,30.8,Metro,0
#3336 718,14-Oct-20,Wednesday,4,Visa,PIN,£27,ATM,Restaurant,Russia,Russia,United Kingdom,M,40.8,HSBC,1
#3216 390,14-Oct-20,Wednesday,20,MasterCard,Tap,£23,POS,Gaming,United Kingdom,USA,United Kingdom,F,31.8,Barclays,0
#3415 608,13-Oct-20,Tuesday,23,Visa,PIN,£377,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,41.3,Barlcays,0
#3591 694,14-Oct-20,Wednesday,22,MasterCard,PIN,£15,ATM,Food,USA,USA,USA,M,38.1,Metro,0
#3233 597,14-Oct-20,Wednesday,2,Visa,PIN,£10,ATM,Products,Russia,Russia,United Kingdom,M,32.7,RBS,1
#3682 886,14-Oct-20,Wednesday,17,MasterCard,Tap,£11,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,51.8,HSBC,0
#3459 711,14-Oct-20,Wednesday,11,Visa,PIN,£9,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,43.7,Lloyds,0
#3439 505,14-Oct-20,Wednesday,10,MasterCard,CVC,£192,Online,Gaming,United Kingdom,USA,United Kingdom,F,43.2,Barlcays,0
#3291 413,13-Oct-20,Tuesday,10,MasterCard,CVC,£66,Online,Entertainment,China,China,China,F,39.7,Lloyds,0
#3030 521,14-Oct-20,Wednesday,15,Visa,Tap,£15,POS,Fashion,USA,USA,United Kingdom,F,41.8,Barclays,1
#2963 965,13-Oct-20,Tuesday,10,Visa,PIN,£42,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,65.4,Lloyds,0
#3505 043,13-Oct-20,Tuesday,5,Visa,PIN,£377,POS,Electronics,China,China,United Kingdom,M,40.4,HSBC,1
#3018 141,13-Oct-20,Tuesday,0,MasterCard,CVC,£327,Online,Children,India,India,United Kingdom,F,36.8,Barclays,1
#2832 514,13-Oct-20,Tuesday,10,MasterCard,PIN,£15,ATM,Products,India,India,India,M,52.6,RBS,0
#3634 368,13-Oct-20,Tuesday,13,Visa,CVC,£9,Online,Entertainment,Russia,Russia,United Kingdom,M,46.4,Barclays,1
#2650 187,14-Oct-20,Wednesday,3,Visa,CVC,£178,Online,Products,Russia,Russia,United Kingdom,F,24.6,Monzo,1
#3271 519,14-Oct-20,Wednesday,9,MasterCard,PIN,£234,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,56.4,HSBC,0
#2838 614,13-Oct-20,Tuesday,20,Visa,CVC,£257,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,50.4,Halifax,0
#2919 044,14-Oct-20,Wednesday,15,MasterCard,PIN,£248,POS,Fashion,Russia,Russia,United Kingdom,M,32.9,HSBC,1
#2935 350,14-Oct-20,Wednesday,6,Visa,CVC,£16,Online,Services,USA,USA,United Kingdom,M,54.3,Barclays,1
#3471 954,13-Oct-20,Tuesday,20,Visa,PIN,£335,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,57.7,Monzo,0
#2974 320,13-Oct-20,Tuesday,11,MasterCard,Tap,£17,POS,Services,India,India,United Kingdom,M,54.4,RBS,1
#3144 927,14-Oct-20,Wednesday,5,Visa,PIN,£20,ATM,Food,United Kingdom,China,United Kingdom,M,57.0,Barclays,1
#3157 636,13-Oct-20,Tuesday,14,MasterCard,PIN,£19,ATM,Children,Russia,United Kingdom,Russia,F,47.4,Halifax,0
#3496 378,14-Oct-20,Wednesday,4,MasterCard,CVC,£400,Online,Electronics,India,India,United Kingdom,F,42.4,Monzo,1
#2656 566,14-Oct-20,Wednesday,20,MasterCard,Tap,£25,POS,Restaurant,China,China,United Kingdom,F,53.5,Metro,1
#2995 977,14-Oct-20,Wednesday,10,Visa,PIN,£11,ATM,Food,China,China,United Kingdom,M,48.7,HSBC,1
#2976 654,13-Oct-20,Tuesday,23,MasterCard,PIN,£281,ATM,Products,USA,USA,USA,M,32.0,RBS,0
#3400 404,14-Oct-20,Wednesday,7,MasterCard,PIN,£135,POS,Children,India,India,United Kingdom,M,54.2,Halifax,0
#3250 430,13-Oct-20,Tuesday,19,Visa,PIN,£24,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,65.3,RBS,0
#2557 826,13-Oct-20,Tuesday,18,MasterCard,PIN,£86,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,58.6,Barclays,0
#3663 884,14-Oct-20,Wednesday,12,Visa,CVC,£10,Online,Services,United Kingdom,China,United Kingdom,M,46.9,HSBC,0
#2643 099,13-Oct-20,Tuesday,1,Visa,Tap,£8,POS,Electronics,Russia,Russia,United Kingdom,M,60.1,Barclays,1
#2575 030,13-Oct-20,Tuesday,8,Visa,PIN,£7,ATM,Electronics,China,China,United Kingdom,M,46.6,HSBC,1
#3534 667,14-Oct-20,Wednesday,21,Visa,Tap,£18,POS,Electronics,United Kingdom,India,United Kingdom,M,42.5,Barclays,1
#3512 597,14-Oct-20,Wednesday,21,Visa,PIN,£15,ATM,Fashion,Russia,United Kingdom,Russia,F,46.0,Barclays,0
#3184 370,14-Oct-20,Wednesday,23,MasterCard,PIN,£5,ATM,Children,Russia,Russia,Russia,F,37.6,Metro,0
#2843 520,14-Oct-20,Wednesday,0,MasterCard,PIN,£23,ATM,Fashion,Russia,Russia,United Kingdom,F,38.2,Barclays,1
#3250 729,13-Oct-20,Tuesday,11,Visa,Tap,£16,POS,Children,USA,USA,United Kingdom,M,24.9,Barclays,1
#2754 788,14-Oct-20,Wednesday,7,Visa,CVC,£210,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,42.2,Halifax,0
#3185 901,13-Oct-20,Tuesday,23,MasterCard,Tap,£12,POS,Children,USA,USA,United Kingdom,M,28.6,Barclays,1
#3044 931,14-Oct-20,Wednesday,17,Visa,CVC,£25,Online,Gaming,Russia,Russia,United Kingdom,F,33.1,Barclays,1
#3114 450,14-Oct-20,Wednesday,22,Visa,PIN,£15,ATM,Electronics,India,India,United Kingdom,M,34.3,Barclays,1
#2865 947,14-Oct-20,Wednesday,3,Visa,CVC,£11,Online,Entertainment,India,India,United Kingdom,F,34.3,Barlcays,1
#3337 355,14-Oct-20,Wednesday,10,MasterCard,PIN,£18,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,56.2,Metro,0
#3560 356,14-Oct-20,Wednesday,11,MasterCard,PIN,£6,ATM,Restaurant,United Kingdom,Russia,United Kingdom,M,46.1,Barclays,0
#2915 258,14-Oct-20,Wednesday,3,Visa,PIN,£245,POS,Products,USA,USA,United Kingdom,F,51.8,Barclays,1
#3070 258,13-Oct-20,Tuesday,13,Visa,PIN,£217,ATM,Services,Russia,Russia,United Kingdom,M,46.2,RBS,1
#2694 865,14-Oct-20,Wednesday,21,Visa,PIN,£25,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,18.9,Barclays,0
#3073 427,14-Oct-20,Wednesday,3,MasterCard,CVC,£19,Online,Electronics,USA,USA,United Kingdom,F,48.6,Barclays,1
#3144 030,14-Oct-20,Wednesday,4,Visa,Tap,£16,POS,Restaurant,India,India,United Kingdom,M,28.6,Lloyds,1
#3084 745,13-Oct-20,Tuesday,3,Visa,CVC,£11,Online,Products,India,United Kingdom,India,F,36.3,Monzo,1
#3178 282,14-Oct-20,Wednesday,13,Visa,Tap,£22,POS,Food,USA,USA,USA,F,38.6,RBS,0
#3440 060,14-Oct-20,Wednesday,5,MasterCard,Tap,£24,POS,Children,USA,USA,United Kingdom,M,47.7,Lloyds,1
#3451 264,13-Oct-20,Tuesday,5,Visa,CVC,£23,Online,Children,Russia,Russia,United Kingdom,M,27.4,Barclays,1
#3485 983,14-Oct-20,Wednesday,16,Visa,PIN,£243,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,49.4,Barclays,0
#3466 572,14-Oct-20,Wednesday,16,Visa,PIN,£184,ATM,Children,China,China,United Kingdom,M,61.8,Barclays,1
#2809 026,13-Oct-20,Tuesday,10,MasterCard,PIN,£171,ATM,Restaurant,United Kingdom,USA,United Kingdom,F,41.3,Barlcays,0
#3022 252,14-Oct-20,Wednesday,19,Visa,PIN,£152,ATM,Entertainment,USA,USA,United Kingdom,M,57.5,Barlcays,0
#2961 014,13-Oct-20,Tuesday,9,MasterCard,PIN,£21,POS,Fashion,USA,USA,USA,F,42.8,HSBC,0
#3538 975,13-Oct-20,Tuesday,13,Visa,Tap,£10,POS,Gaming,China,China,United Kingdom,F,44.1,Barclays,1
#3230 873,13-Oct-20,Tuesday,15,Visa,PIN,£319,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,31.3,Barclays,0
#3383 039,13-Oct-20,Tuesday,11,MasterCard,PIN,£172,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,62.2,Monzo,0
#3660 377,13-Oct-20,Tuesday,1,Visa,PIN,£20,ATM,Electronics,USA,USA,United Kingdom,M,41.3,Metro,1
#2712 205,13-Oct-20,Tuesday,13,MasterCard,CVC,£17,Online,Gaming,China,China,United Kingdom,F,45.3,Halifax,1
#3357 313,13-Oct-20,Tuesday,12,MasterCard,PIN,£353,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,26.5,RBS,0
#2661 375,13-Oct-20,Tuesday,11,Visa,PIN,£172,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,37.8,Halifax,0
#3047 668,14-Oct-20,Wednesday,16,MasterCard,PIN,£50,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,42.4,Barclays,0
#2931 298,13-Oct-20,Tuesday,18,Visa,PIN,£340,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,45.2,Halifax,0
#3319 433,14-Oct-20,Wednesday,11,MasterCard,CVC,£17,Online,Children,China,China,United Kingdom,M,43.3,Monzo,1
#2584 690,13-Oct-20,Tuesday,7,Visa,PIN,£260,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,32.4,Barclays,0
#3665 944,13-Oct-20,Tuesday,22,Visa,CVC,£30,Online,Gaming,India,India,United Kingdom,M,36.4,RBS,1
#2637 888,13-Oct-20,Tuesday,10,MasterCard,Tap,£12,POS,Subscription,USA,USA,United Kingdom,M,61.4,Barclays,1
#3487 050,13-Oct-20,Tuesday,12,Visa,CVC,£25,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,56.2,Lloyds,0
#2658 601,14-Oct-20,Wednesday,23,MasterCard,CVC,£29,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,57.8,Barclays,0
#3008 221,14-Oct-20,Wednesday,10,Visa,PIN,£8,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,51.4,Lloyds,0
#2855 239,14-Oct-20,Wednesday,2,Visa,CVC,£25,Online,Children,United Kingdom,India,United Kingdom,F,48.3,HSBC,1
#3131 654,13-Oct-20,Tuesday,7,Visa,PIN,£17,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,36.4,RBS,0
#3201 667,13-Oct-20,Tuesday,16,Visa,Tap,£10,POS,Services,USA,USA,United Kingdom,M,42.9,Barlcays,1
#2739 703,13-Oct-20,Tuesday,20,Visa,PIN,£285,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,50.6,Metro,0
#3591 684,13-Oct-20,Tuesday,17,MasterCard,CVC,£205,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,32.9,Barclays,0
#2665 255,14-Oct-20,Wednesday,11,MasterCard,Tap,£15,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,41.1,RBS,0
#2715 036,14-Oct-20,Wednesday,19,MasterCard,PIN,£41,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,55.0,HSBC,0
#2937 297,13-Oct-20,Tuesday,16,MasterCard,PIN,£372,POS,Services,India,India,United Kingdom,F,21.6,Barclays,1
#2660 640,14-Oct-20,Wednesday,7,MasterCard,PIN,£16,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,51.6,Lloyds,0
#2698 796,13-Oct-20,Tuesday,9,MasterCard,CVC,£211,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,53.8,Barclays,0
#3440 621,13-Oct-20,Tuesday,6,MasterCard,CVC,£16,Online,Electronics,United Kingdom,China,United Kingdom,F,46.7,Halifax,1
#2640 782,14-Oct-20,Wednesday,2,MasterCard,PIN,£9,ATM,Entertainment,Russia,Russia,United Kingdom,F,36.6,Barclays,1
#3224 367,14-Oct-20,Wednesday,6,Visa,CVC,£12,Online,Services,China,China,United Kingdom,F,49.0,Barclays,1
#2825 508,13-Oct-20,Tuesday,6,MasterCard,PIN,£20,ATM,Products,India,India,United Kingdom,M,45.9,Metro,1
#2556 761,14-Oct-20,Wednesday,21,MasterCard,PIN,£199,POS,Subscription,Russia,Russia,Russia,F,37.7,Monzo,0
#3666 322,14-Oct-20,Wednesday,19,MasterCard,CVC,£139,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,44.5,Barclays,0
#2743 861,13-Oct-20,Tuesday,1,Visa,PIN,£11,ATM,Food,China,China,United Kingdom,M,49.1,Halifax,1
#2969 408,13-Oct-20,Tuesday,11,Visa,CVC,£220,Online,Services,Russia,Russia,United Kingdom,M,45.6,HSBC,1
#3379 697,14-Oct-20,Wednesday,9,MasterCard,PIN,£224,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,60.0,Barlcays,0
#3595 463,14-Oct-20,Wednesday,4,MasterCard,PIN,£392,POS,Food,India,India,United Kingdom,M,49.4,Lloyds,1
#2884 827,14-Oct-20,Wednesday,5,MasterCard,CVC,£216,Online,Products,USA,USA,United Kingdom,M,47.2,Barclays,1
#2639 535,14-Oct-20,Wednesday,23,MasterCard,PIN,£181,POS,Subscription,China,China,China,M,42.3,Barclays,0
#3641 009,14-Oct-20,Wednesday,0,Visa,Tap,£14,POS,Restaurant,India,India,United Kingdom,M,43.6,HSBC,1
#3603 096,13-Oct-20,Tuesday,19,Visa,PIN,£17,ATM,Fashion,Russia,Russia,Russia,M,50.1,Lloyds,0
#2729 684,13-Oct-20,Tuesday,19,MasterCard,CVC,£7,Online,Subscription,United Kingdom,Russia,United Kingdom,F,47.6,RBS,1
#2977 082,13-Oct-20,Tuesday,5,Visa,PIN,£28,ATM,Services,USA,USA,United Kingdom,M,44.9,Barlcays,1
#2985 139,14-Oct-20,Wednesday,5,MasterCard,CVC,£20,Online,Restaurant,Russia,Russia,United Kingdom,M,50.6,Barclays,1
#3443 089,13-Oct-20,Tuesday,20,MasterCard,CVC,£23,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,51.2,RBS,0
#2571 263,14-Oct-20,Wednesday,19,Visa,Tap,£7,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,52.2,Lloyds,0
#3207 691,13-Oct-20,Tuesday,9,Visa,PIN,£268,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,42.2,Metro,0
#3017 406,13-Oct-20,Tuesday,22,MasterCard,PIN,£34,POS,Fashion,Russia,Russia,United Kingdom,F,32.0,Metro,0
#2681 196,14-Oct-20,Wednesday,22,MasterCard,Tap,£9,POS,Services,Russia,Russia,Russia,M,44.7,RBS,0
#2851 516,14-Oct-20,Wednesday,16,MasterCard,PIN,£122,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,66.4,Barlcays,0
#2749 131,14-Oct-20,Wednesday,3,Visa,CVC,£119,Online,Electronics,United Kingdom,Russia,United Kingdom,M,48.6,Barclays,1
#3044 714,13-Oct-20,Tuesday,6,MasterCard,CVC,£19,Online,Electronics,China,China,United Kingdom,M,58.7,Barclays,1
#3408 946,13-Oct-20,Tuesday,11,MasterCard,PIN,£10,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,50.1,Metro,0
#2824 187,14-Oct-20,Wednesday,14,Visa,Tap,£13,POS,Children,United Kingdom,China,United Kingdom,F,60.9,Barclays,1
#2573 395,13-Oct-20,Tuesday,16,MasterCard,Tap,£25,POS,Restaurant,China,China,United Kingdom,M,48.7,Barclays,1
#2710 066,14-Oct-20,Wednesday,0,MasterCard,CVC,£8,Online,Products,India,India,United Kingdom,M,46.9,Barlcays,1
#3130 061,13-Oct-20,Tuesday,10,MasterCard,PIN,£25,ATM,Fashion,India,India,United Kingdom,F,29.6,Monzo,1
#2677 772,13-Oct-20,Tuesday,0,MasterCard,CVC,£102,Online,Food,USA,USA,United Kingdom,F,45.3,Lloyds,1
#2972 862,13-Oct-20,Tuesday,1,Visa,Tap,£7,POS,Subscription,USA,United Kingdom,USA,M,52.0,Monzo,1
#2663 425,13-Oct-20,Tuesday,8,MasterCard,CVC,£19,Online,Entertainment,India,India,United Kingdom,F,55.2,Barclays,1
#3222 115,14-Oct-20,Wednesday,10,Visa,PIN,£380,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,51.2,Barclays,0
#3476 499,13-Oct-20,Tuesday,0,MasterCard,PIN,£26,ATM,Fashion,China,China,United Kingdom,F,26.3,RBS,1
#2715 666,14-Oct-20,Wednesday,7,MasterCard,CVC,£5,Online,Fashion,Russia,Russia,United Kingdom,F,40.3,Barclays,1
#3135 847,13-Oct-20,Tuesday,12,Visa,CVC,£15,Online,Children,United Kingdom,USA,United Kingdom,F,69.6,Barclays,1
#3422 521,14-Oct-20,Wednesday,21,MasterCard,Tap,£8,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,37.4,Monzo,0
#2690 858,14-Oct-20,Wednesday,23,Visa,CVC,£16,Online,Food,India,India,United Kingdom,M,47.1,Barclays,1
#3207 232,13-Oct-20,Tuesday,5,Visa,Tap,£21,POS,Products,India,India,United Kingdom,F,39.5,Barclays,1
#3238 033,13-Oct-20,Tuesday,13,MasterCard,PIN,£77,POS,Restaurant,Russia,Russia,United Kingdom,F,42.1,RBS,0
#2864 794,13-Oct-20,Tuesday,21,Visa,PIN,£30,ATM,Services,India,India,India,F,35.8,Barclays,0
#2789 533,13-Oct-20,Tuesday,13,Visa,PIN,£98,POS,Services,Russia,Russia,Russia,F,28.5,Barclays,0
#3485 214,13-Oct-20,Tuesday,23,MasterCard,PIN,£26,ATM,Electronics,India,India,United Kingdom,F,51.1,Barclays,1
#3210 035,14-Oct-20,Wednesday,9,MasterCard,PIN,£12,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,36.6,Barclays,0
#2575 655,13-Oct-20,Tuesday,0,MasterCard,PIN,£26,ATM,Fashion,USA,USA,United Kingdom,F,38.5,Lloyds,1
#2963 732,14-Oct-20,Wednesday,13,Visa,CVC,£8,Online,Services,India,India,United Kingdom,M,35.8,Barlcays,1
#3084 397,14-Oct-20,Wednesday,1,Visa,PIN,£355,ATM,Children,United Kingdom,China,United Kingdom,M,43.2,Barclays,1
#3193 056,13-Oct-20,Tuesday,18,MasterCard,CVC,£26,Online,Products,Russia,Russia,United Kingdom,F,23.8,Barclays,1
#3250 461,14-Oct-20,Wednesday,23,MasterCard,CVC,£290,Online,Gaming,India,India,United Kingdom,F,31.6,RBS,0
#3348 632,14-Oct-20,Wednesday,17,MasterCard,CVC,£267,Online,Children,India,India,United Kingdom,F,70.2,Barclays,1
#3391 060,14-Oct-20,Wednesday,10,Visa,PIN,£336,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,68.7,Barclays,0
#3476 296,14-Oct-20,Wednesday,22,Visa,Tap,£18,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,43.2,Halifax,0
#3018 053,14-Oct-20,Wednesday,17,Visa,CVC,£385,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,43.1,HSBC,0
#3372 353,14-Oct-20,Wednesday,13,MasterCard,CVC,£106,Online,Entertainment,China,China,United Kingdom,F,73.1,Monzo,1
#2807 856,14-Oct-20,Wednesday,23,MasterCard,PIN,£61,ATM,Fashion,Russia,Russia,Russia,F,58.2,Barclays,0
#2933 527,14-Oct-20,Wednesday,19,Visa,PIN,£345,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,58.8,Barlcays,0
#3119 559,14-Oct-20,Wednesday,23,Visa,PIN,£21,ATM,Children,China,China,United Kingdom,F,39.4,Monzo,1
#3627 316,13-Oct-20,Tuesday,18,MasterCard,PIN,£30,ATM,Gaming,USA,USA,USA,M,45.1,Barclays,0
#2640 469,13-Oct-20,Tuesday,7,Visa,CVC,£15,Online,Children,China,China,United Kingdom,M,59.9,HSBC,1
#3362 578,13-Oct-20,Tuesday,12,MasterCard,PIN,£235,POS,Subscription,United Kingdom,Russia,United Kingdom,M,28.4,Metro,0
#2972 860,13-Oct-20,Tuesday,17,Visa,CVC,£22,Online,Restaurant,United Kingdom,USA,United Kingdom,M,49.4,Lloyds,1
#3684 633,14-Oct-20,Wednesday,3,Visa,Tap,£21,POS,Gaming,USA,USA,United Kingdom,F,31.9,Barlcays,1
#3236 228,13-Oct-20,Tuesday,9,MasterCard,PIN,£142,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,64.9,Barclays,0
#3178 851,14-Oct-20,Wednesday,12,Visa,Tap,£5,POS,Services,China,China,United Kingdom,M,60.2,Barlcays,1
#3547 970,14-Oct-20,Wednesday,8,Visa,PIN,£288,ATM,Services,China,China,United Kingdom,M,35.8,Barlcays,1
#3400 542,13-Oct-20,Tuesday,15,Visa,CVC,£8,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,62.4,Barclays,0
#2931 002,14-Oct-20,Wednesday,2,Visa,CVC,£209,Online,Fashion,China,China,United Kingdom,M,27.8,Lloyds,1
#3580 173,13-Oct-20,Tuesday,4,Visa,CVC,£23,Online,Restaurant,Russia,Russia,United Kingdom,F,46.4,Barlcays,1
#3489 665,13-Oct-20,Tuesday,10,Visa,PIN,£84,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,60.2,Barlcays,0
#2804 144,14-Oct-20,Wednesday,13,MasterCard,CVC,£384,Online,Restaurant,China,China,China,F,37.8,Monzo,0
#3456 329,14-Oct-20,Wednesday,19,Visa,Tap,£21,POS,Services,China,China,United Kingdom,F,34.1,Barlcays,1
#2841 735,13-Oct-20,Tuesday,17,MasterCard,CVC,£25,Online,Children,India,India,United Kingdom,F,36.5,Monzo,1
#3683 593,14-Oct-20,Wednesday,15,MasterCard,PIN,£351,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,63.0,Halifax,0
#2732 546,13-Oct-20,Tuesday,22,Visa,Tap,£11,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,59.9,Barclays,0
#3531 129,14-Oct-20,Wednesday,5,MasterCard,Tap,£11,POS,Products,India,India,United Kingdom,M,52.5,Barclays,1
#3233 532,14-Oct-20,Wednesday,10,MasterCard,Tap,£13,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,23.0,Barlcays,0
#2617 396,14-Oct-20,Wednesday,8,Visa,PIN,£6,ATM,Children,India,India,United Kingdom,F,38.5,RBS,1
#2620 116,14-Oct-20,Wednesday,4,MasterCard,CVC,£21,Online,Entertainment,China,China,United Kingdom,F,48.2,Lloyds,1
#2784 472,14-Oct-20,Wednesday,11,MasterCard,Tap,£17,POS,Restaurant,USA,USA,United Kingdom,F,48.1,Barclays,0
#3489 236,13-Oct-20,Tuesday,15,Visa,CVC,£25,Online,Entertainment,USA,USA,United Kingdom,F,58.6,Monzo,1
#3306 149,13-Oct-20,Tuesday,9,MasterCard,PIN,£282,POS,Children,Russia,Russia,Russia,M,69.7,HSBC,0
#3544 297,14-Oct-20,Wednesday,8,Visa,CVC,£249,Online,Fashion,United Kingdom,USA,United Kingdom,M,36.9,Barclays,1
#3549 769,13-Oct-20,Tuesday,14,Visa,PIN,£128,POS,Restaurant,China,China,China,M,39.8,Barlcays,0
#3105 160,13-Oct-20,Tuesday,4,MasterCard,PIN,£24,ATM,Electronics,China,China,United Kingdom,M,46.6,Lloyds,1
#3552 262,13-Oct-20,Tuesday,18,MasterCard,PIN,£47,POS,Children,USA,USA,USA,M,34.6,Barlcays,0
#3288 896,14-Oct-20,Wednesday,9,Visa,CVC,£9,Online,Entertainment,USA,USA,United Kingdom,M,42.9,Lloyds,1
#3637 225,13-Oct-20,Tuesday,15,MasterCard,Tap,£26,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,32.0,Monzo,0
#3288 880,13-Oct-20,Tuesday,20,Visa,PIN,£134,ATM,Entertainment,USA,USA,USA,M,59.2,HSBC,0
